Mass,CAS,Drag_BADA,Drag_PRN,RMSE
180000.0,258.4,77240.40700446829,87500.0,10259.592995531711
181000.0,258.3,77585.55438060749,87930.0,10344.445619392514
182000.0,258.2,77936.35762732668,88390.0,10453.64237267332
183000.0,258.1,78292.89306245152,88830.0,10537.10693754848
184000.0,257.6,78568.4900586963,88970.0,10401.509941303695
185000.0,256.9,78814.97065296014,88740.0,9925.029347039861
186000.0,256.3,79096.7885848533,88520.0,9423.211415146696
187000.0,255.6,79373.99964902354,88420.0,9046.000350976465
188000.0,255.0,79684.45429355704,88340.0,8655.545706442965
189000.0,254.3,79992.18605227611,88560.0,8567.813947723887
190000.0,253.6,80315.53517829311,88820.0,8504.46482170689
191000.0,253.0,80668.93380987557,89070.0,8401.066190124431
192000.0,252.3,81022.1290091187,89430.0,8407.870990881303
193000.0,251.7,81403.27942600074,89770.0,8366.720573999264
194000.0,251.0,81785.61983390796,90200.0,8414.380166092044
194545.0,250.6,81998.03680569958,90470.0,8471.96319430042
