Mass,CAS,Drag_BADA,Drag_PRN,RMSE
180000.0,264.6,78911.36714579986,88890.0,9978.632854200143
181000.0,264.6,79248.33662219552,89200.0,9951.663377804478
182000.0,264.5,79560.98517964155,89490.0,9929.014820358454
183000.0,264.5,79907.25773269855,89780.0,9872.742267301452
184000.0,264.4,80230.5043634647,90040.0,9809.4956365353
185000.0,264.3,80559.48151218587,90350.0,9790.51848781413
186000.0,264.2,80894.27275527103,90770.0,9875.727244728972
187000.0,264.1,81234.96284838318,91250.0,10015.037151616823
188000.0,264.0,81581.63773609091,91710.0,10128.36226390909
189000.0,263.9,81934.38456096746,92170.0,10235.61543903254
190000.0,263.8,82293.29167311949,92620.0,10326.708326880515
191000.0,263.7,82658.44863914393,93000.0,10341.551360856072
192000.0,263.2,82941.1951034124,93030.0,10088.804896587593
193000.0,262.8,83258.04815622217,93010.0,9751.951843777832
194000.0,262.3,83565.99162502066,93070.0,9504.008374979341
195000.0,261.8,83887.16310453629,93180.0,9292.836895463712
196000.0,261.4,84239.8069746988,93220.0,8980.193025301196
197000.0,260.9,84586.68209013811,93300.0,8713.317909861886
198000.0,260.4,84947.00506519999,93610.0,8662.994934800008
199000.0,260.0,85336.17727379296,93950.0,8613.822726207043
200000.0,259.5,85722.6119317749,94280.0,8557.388068225104
201000.0,258.4,86042.95718876335,94400.0,8357.04281123665
201999.0,257.3,86389.8646016763,94560.0,8170.135398323706
