Mass,CAS,Drag_BADA,Drag_PRN,RMSE
180000.0,289.8,89548.685690814,94760.0,5211.3143091859965
181000.0,289.8,89757.76100978478,95040.0,5282.238990215221
182000.0,289.8,89970.00858773167,95320.0,5349.991412268326
183000.0,289.8,90185.48436648416,95610.0,5424.515633515839
184000.0,289.8,90404.24521761022,95890.0,5485.754782389777
185000.0,289.8,90626.34895268416,96180.0,5553.651047315841
186000.0,289.8,90851.85433354728,96460.0,5608.145666452721
187000.0,289.8,91080.8210827246,96740.0,5659.178917275407
188000.0,289.8,91313.30989377607,97020.0,5706.690106223934
189000.0,289.8,91549.38244182778,97300.0,5750.61755817222
190000.0,289.8,91789.10139403769,97590.0,5800.898605962313
191000.0,289.7,91982.99197704322,97890.0,5907.008022956783
192000.0,289.7,92230.73040900978,98180.0,5949.269590990225
193000.0,289.7,92482.31497257343,98480.0,5997.685027426574
194000.0,289.7,92737.8124848022,98780.0,6042.187515197802
195000.0,289.7,92997.29080946083,99080.0,6082.709190539172
196000.0,289.7,93260.81886790125,99390.0,6129.181132098747
197000.0,289.7,93528.46664999146,99690.0,6161.53335000854
198000.0,289.6,93754.74173842616,100000.0,6245.258261573836
199000.0,289.6,94031.41956339453,100310.0,6278.580436605465
200000.0,289.6,94312.43982371816,100620.0,6307.5601762818405
201000.0,289.6,94597.87697751774,100930.0,6332.123022482265
202000.0,289.6,94887.8066082248,101250.0,6362.193391775203
203000.0,289.6,95182.3054358211,101560.0,6377.694564178906
204000.0,289.5,95439.55345635924,101870.0,6430.446543640763
205000.0,289.5,95744.0407039316,102180.0,6435.959296068395
206000.0,289.5,96053.34098516614,102480.0,6426.659014833858
207000.0,289.4,96327.61788199659,102790.0,6462.382118003414
208000.0,289.4,96647.42597272487,103100.0,6452.574027275128
209000.0,289.4,96972.3021328467,103420.0,6447.6978671533
210000.0,289.3,97264.45813429067,103730.0,6465.541865709325
211000.0,289.3,97600.38508111495,104050.0,6449.614918885054
212000.0,289.3,97941.64668242336,104370.0,6428.353317576635
213000.0,289.2,98252.5700996691,104690.0,6437.429900330899
214000.0,289.2,98605.4497955087,105020.0,6414.550204491301
215000.0,289.2,98963.94263678633,105350.0,6386.057363213666
216000.0,289.1,99294.56107722923,105710.0,6415.4389227707725
217000.0,289.1,99665.26440733732,106070.0,6404.735592662677
218000.0,289.1,100041.87164201975,106440.0,6398.128357980255
219000.0,289.0,100393.15324474829,106800.0,6406.84675525171
220000.0,289.0,100782.5892179391,107170.0,6387.410782060906
221000.0,289.0,101178.23249148588,107540.0,6361.767508514124
222000.0,288.9,101551.18718454688,107920.0,6368.812815453115
223000.0,288.9,101960.3040834986,108260.0,6299.695916501398
224000.0,288.8,102348.58392929191,108690.0,6341.416070708088
225000.0,288.7,102745.15640776619,109150.0,6404.84359223381
226000.0,288.7,103175.72387700711,109610.0,6434.276122992887
227000.0,288.6,103588.37619149084,110060.0,6471.623808509161
228000.0,288.5,104009.72061906008,110510.0,6500.279380939915
229000.0,288.5,104462.82464050835,110950.0,6487.175359491652
230000.0,288.4,104901.03570096722,111390.0,6488.964299032785
