Mass,CAS,Drag_BADA,Drag_PRN,RMSE
180000.0,290.1,89714.51108047411,94550.0,4835.4889195258875
181000.0,290.1,89922.15753010871,94830.0,4907.842469891286
182000.0,290.1,90132.96150616775,95110.0,4977.038493832253
183000.0,290.1,90346.9787611536,95390.0,5043.021238846399
184000.0,290.1,90564.26597411945,95680.0,5115.734025880549
185000.0,290.1,90784.88076098461,95970.0,5185.119239015388
186000.0,290.1,91008.88168471813,96240.0,5231.11831528187
187000.0,290.0,91184.385570967,96520.0,5335.614429032998
188000.0,290.0,91415.84998476501,96790.0,5374.150015234991
189000.0,290.0,91650.88738394906,97080.0,5429.112616050945
190000.0,290.0,91889.56029428967,97370.0,5480.439705710334
191000.0,290.0,92131.93224195702,97660.0,5528.0677580429765
192000.0,289.9,92328.84664808412,97960.0,5631.153351915884
193000.0,289.9,92579.35092578673,98250.0,5670.649074213274
194000.0,289.9,92833.75666798644,98550.0,5716.243332013561
195000.0,289.9,93092.13158555566,98850.0,5757.86841444434
196000.0,289.9,93354.54444453745,99150.0,5795.455555462555
197000.0,289.9,93621.06507708463,99460.0,5838.934922915374
198000.0,289.8,93845.97943410213,99760.0,5914.020565897867
199000.0,289.8,94121.50501865806,100060.0,5938.494981341937
200000.0,289.8,94401.36059814885,100370.0,5968.639401851149
201000.0,289.8,94685.62046313276,100680.0,5994.379536867244
202000.0,289.8,94974.36002692753,100990.0,6015.639973072466
203000.0,289.7,95224.92438566682,101300.0,6075.075614333182
204000.0,289.7,95523.46202650215,101610.0,6086.537973497849
205000.0,289.7,95826.71910677753,101910.0,6083.2808932224725
206000.0,289.6,96094.00158654219,102210.0,6115.998413457812
207000.0,289.6,96407.56753063363,102520.0,6112.432469366366
208000.0,289.6,96726.10371868014,102830.0,6103.89628131986
209000.0,289.5,97010.94073525397,103140.0,6129.059264746029
210000.0,289.5,97340.31987788122,103450.0,6109.680122118778
211000.0,289.5,97674.93148076246,103770.0,6095.068519237539
212000.0,289.4,97978.1970763036,104080.0,6101.802923696407
213000.0,289.4,98324.20976605655,104400.0,6075.790233943451
214000.0,289.3,98640.53118819943,104720.0,6079.468811800572
215000.0,289.3,98998.33594601793,105050.0,6051.6640539820655
216000.0,289.3,99361.83908918651,105400.0,6038.160910813487
217000.0,289.2,99698.1409167709,105770.0,6071.859083229094
218000.0,289.2,100074.03621388206,106130.0,6055.963786117936
219000.0,289.2,100455.92439762983,106490.0,6034.075602370169
220000.0,289.1,100813.18727967463,106860.0,6046.812720325368
221000.0,289.1,101208.09378344838,107230.0,6021.9062165516225
222000.0,289.0,101580.18427641584,107600.0,6019.8157235841645
223000.0,289.0,101988.5471670379,107950.0,5961.452832962095
224000.0,288.9,102375.94468970952,108350.0,5974.055310290481
225000.0,288.8,102771.62546933173,108820.0,6048.374530668269
226000.0,288.8,103201.41202017915,109280.0,6078.587979820848
227000.0,288.7,103613.15382159078,109740.0,6126.8461784092215
228000.0,288.6,104033.57801558981,110190.0,6156.42198441019
229000.0,288.6,104485.87312956314,110640.0,6154.126870436856
230000.0,288.5,104923.14442764044,111080.0,6156.855572359564
