Mass,CAS,Drag_BADA,Drag_PRN,RMSE
180000.0,284.1,86576.39357382595,92820.0,6243.606426174054
181000.0,284.1,86813.16233545513,93100.0,6286.837664544873
182000.0,284.0,87005.2487518518,93390.0,6384.751248148197
183000.0,284.0,87249.48942063459,93680.0,6430.5105793654075
184000.0,284.0,87497.30903811245,93970.0,6472.690961887551
185000.0,284.0,87748.76915920613,94270.0,6521.230840793869
186000.0,283.9,87957.95072330013,94570.0,6612.049276699865
187000.0,283.9,88217.40619869127,94860.0,6642.593801308729
188000.0,283.9,88480.69829337166,95160.0,6679.3017066283355
189000.0,283.9,88747.89274363287,95470.0,6722.107256367133
190000.0,283.8,88975.31590001646,95770.0,6794.68409998354
191000.0,283.8,89251.06417143981,96070.0,6818.935828560192
192000.0,283.8,89530.92400904692,96370.0,6839.075990953075
193000.0,283.8,89814.96551862446,96680.0,6865.034481375536
194000.0,283.7,90061.85155763505,96990.0,6928.148442364953
195000.0,283.7,90355.04197940134,97270.0,6914.958020598657
196000.0,283.6,90612.48416446576,97560.0,6947.515835534243
197000.0,283.6,90915.14137065165,97840.0,6924.858629348353
198000.0,283.5,91183.48741231608,98130.0,6946.512587683916
199000.0,283.5,91495.93935545655,98420.0,6924.060644543453
200000.0,283.5,91813.11392687076,98710.0,6896.886073129237
201000.0,283.4,92098.13268875491,98990.0,6891.867311245092
202000.0,283.4,92425.60685022657,99280.0,6854.39314977343
203000.0,283.3,92722.43968612884,99560.0,6837.560313871159
204000.0,283.3,93060.56741682503,99860.0,6799.432583174974
205000.0,283.2,93369.60069831202,100170.0,6800.399301687983
206000.0,283.2,93718.7468512702,100500.0,6781.2531487297965
207000.0,283.1,94040.37859107311,100850.0,6809.621408926891
208000.0,283.1,94400.91912736316,101200.0,6799.080872636841
209000.0,283.0,94735.55923134235,101560.0,6824.440768657645
210000.0,283.0,95107.8814570139,101920.0,6812.118542986107
211000.0,282.9,95455.9519786233,102270.0,6814.0480213767005
212000.0,282.9,95840.45478439312,102630.0,6789.545215606879
213000.0,282.8,96202.3901825042,102970.0,6767.609817495802
214000.0,282.7,96571.83054725954,103370.0,6798.169452740462
215000.0,282.7,96975.73168560176,103840.0,6864.268314398243
216000.0,282.6,97359.7203102539,104310.0,6950.279689746094
217000.0,282.5,97751.57483549861,104770.0,7018.4251645013865
218000.0,282.4,98151.42172414581,105230.0,7078.57827585419
219000.0,282.4,98582.97911626041,105680.0,7097.020883739591
220000.0,282.3,98998.33764218341,106130.0,7131.662357816589
221000.0,282.2,99422.07044654315,106560.0,7137.929553456852
222000.0,282.1,99854.31124200238,107060.0,7205.688757997617
223000.0,281.4,100176.2793746067,106590.0,6413.720625393296
224000.0,280.4,100468.52164552787,106200.0,5731.478354472129
225000.0,279.3,100779.28934741337,105710.0,4930.710652586626
226000.0,278.3,101141.98286587134,105790.0,4648.017134128662
227000.0,277.3,101539.2701828578,105870.0,4330.729817142201
228000.0,276.3,101971.31682663946,105910.0,3938.683173360536
229000.0,275.3,102438.24952249913,106080.0,3641.750477500871
230000.0,274.3,102940.15160629695,106500.0,3559.848393703054
