Mass,CAS,Drag_BADA,Drag_PRN,RMSE
180000.0,284.0,86527.26303412032,92920.0,6392.7369658796815
181000.0,283.9,86715.99447375558,93200.0,6484.005526244422
182000.0,283.9,86957.21667060847,93490.0,6532.783329391532
183000.0,283.9,87201.962275495,93780.0,6578.037724505004
184000.0,283.9,87450.29190487029,94080.0,6629.70809512971
185000.0,283.8,87655.87017281227,94370.0,6714.129827187731
186000.0,283.8,87912.07435976581,94670.0,6757.925640234185
187000.0,283.8,88172.05574454948,94970.0,6797.944255450522
188000.0,283.8,88435.87908384016,95270.0,6834.120916159838
189000.0,283.7,88659.43370463481,95570.0,6910.566295365192
190000.0,283.7,88931.68182418928,95870.0,6938.318175810724
191000.0,283.7,89207.9780371912,96170.0,6962.021962808794
192000.0,283.7,89488.39142773658,96480.0,6991.608572263416
193000.0,283.7,89772.99217359396,96780.0,7007.007826406043
194000.0,283.6,90020.5506519692,97090.0,7069.449348030801
195000.0,283.6,90314.31217299422,97370.0,7055.687827005779
196000.0,283.5,90572.43931574062,97660.0,7087.560684259384
197000.0,283.5,90875.679779251,97940.0,7064.320220748996
198000.0,283.5,91183.48741231608,98230.0,7046.512587683916
199000.0,283.4,91457.77124614434,98520.0,7062.228753855656
200000.0,283.4,91775.54775132125,98810.0,7034.452248678746
201000.0,283.3,92061.28393476785,99090.0,7028.716065232147
202000.0,283.3,92389.37296493261,99380.0,6990.627035067388
203000.0,283.2,92686.93678253065,99690.0,7003.063217469346
204000.0,283.2,93025.69264167963,100000.0,6974.307358320366
205000.0,283.1,93335.47077763508,100310.0,6974.529222364916
206000.0,283.1,93685.25865235047,100650.0,6964.741347649528
207000.0,283.0,94007.64943948943,101000.0,6992.350560510575
208000.0,283.0,94368.84563323983,101360.0,6991.154366760165
209000.0,283.0,94735.55923134235,101710.0,6974.440768657645
210000.0,282.9,95077.25147487523,102070.0,6992.748525124771
211000.0,282.9,95455.9519786233,102430.0,6974.0480213767005
212000.0,282.8,95811.297816715,102780.0,6968.7021832850005
213000.0,282.7,96174.03683440185,103120.0,6945.96316559815
214000.0,282.7,96571.83054725954,103530.0,6958.169452740462
215000.0,282.6,96948.89711301491,104000.0,7051.102886985085
216000.0,282.5,97333.71286582437,104470.0,7136.287134175625
217000.0,282.4,97726.40256150092,104930.0,7203.597438499084
218000.0,282.4,98151.42172414581,105390.0,7238.57827585419
219000.0,282.3,98559.38924456623,105830.0,7270.610755433765
220000.0,282.2,98975.60748918598,106280.0,7304.392510814025
221000.0,282.2,99422.07044654315,106710.0,7287.929553456852
222000.0,282.1,99854.31124200238,107200.0,7345.688757997617
223000.0,281.1,100118.3340558556,106610.0,6491.665944144406
224000.0,280.1,100416.25660484399,106120.0,5703.743395156009
225000.0,279.0,100733.0164733852,105760.0,5026.9835266148
226000.0,277.9,101088.01636485661,105830.0,4741.983635143391
227000.0,276.9,101492.77345837446,105870.0,4377.2265416255395
228000.0,275.8,101922.71795572167,105860.0,3937.282044278327
229000.0,274.7,102391.23380372509,106210.0,3818.7661962749116
230000.0,273.7,102903.99862545592,106610.0,3706.001374544081
