Mass,CAS,Drag_BADA,Drag_PRN,RMSE
180000.0,265.0,79031.17135649452,88610.0,9578.828643505476
181000.0,264.9,79336.48875216345,88950.0,9613.511247836548
182000.0,264.8,79647.28588686151,89270.0,9622.714113138485
183000.0,264.7,79963.64291168844,89570.0,9606.35708831156
184000.0,264.7,80313.34823712925,89830.0,9516.651762870752
185000.0,264.6,80640.4420379278,90060.0,9419.557962072198
186000.0,264.5,80973.33971706155,90320.0,9346.66028293845
187000.0,264.4,81312.12613616163,90710.0,9397.873863838366
188000.0,264.3,81656.88735209232,91190.0,9533.112647907677
189000.0,264.2,82007.71062650038,91660.0,9652.289373499618
190000.0,264.1,82364.68443526948,92120.0,9755.315564730525
191000.0,264.0,82727.89847799533,92570.0,9842.101522004668
192000.0,263.8,83074.85524964026,92950.0,9875.144750359745
193000.0,263.4,83386.20847576384,93090.0,9703.791524236163
194000.0,263.0,83708.80933858729,93120.0,9411.190661412707
195000.0,262.5,84023.00932645575,93060.0,9036.99067354425
196000.0,262.1,84369.31255400318,93210.0,8840.687445996824
197000.0,261.7,84727.15025144868,93310.0,8582.849748551322
198000.0,261.3,85096.61324533292,93470.0,8373.38675466708
199000.0,260.8,85461.73910355406,93560.0,8098.260896445936
200000.0,260.4,85855.60111565923,93920.0,8064.3988843407715
201000.0,258.8,86095.80053692871,93820.0,7724.199463071287
202000.0,257.2,86378.62760245096,93840.0,7461.372397549043
203000.0,255.6,86702.10696759753,94190.0,7487.8930324024695
204000.0,254.0,87063.86591799931,94620.0,7556.134082000688
