Mass,CAS,Drag_BADA,Drag_PRN,RMSE
180000.0,265.1,79061.35587656956,88500.0,9438.644123430437
181000.0,265.1,79395.72305659528,88840.0,9444.276943404722
182000.0,265.0,79705.28475308756,89180.0,9474.715246912441
183000.0,264.9,80020.3992730398,89500.0,9479.600726960198
184000.0,264.8,80341.14797810702,89770.0,9428.852021892977
185000.0,264.7,80667.61339787835,90010.0,9342.386602121653
186000.0,264.6,80999.87923991501,90250.0,9250.120760084988
187000.0,264.5,81338.03039930941,90620.0,9281.969600690587
188000.0,264.4,81682.15296853188,90970.0,9287.847031468118
189000.0,264.3,82032.33424697244,91420.0,9387.665753027555
190000.0,264.2,82388.66275054985,91890.0,9501.337249450153
191000.0,264.1,82751.2282211101,92340.0,9588.771778889903
192000.0,264.0,83120.12163586952,92790.0,9669.878364130476
193000.0,263.7,83451.47824525827,93090.0,9638.521754741727
194000.0,263.3,83771.320527138,93210.0,9438.679472862
195000.0,262.9,84102.5173006065,93210.0,9107.482699393498
196000.0,262.5,84445.16750354592,93180.0,8734.83249645408
197000.0,262.1,84799.36758013973,93330.0,8530.632419860267
198000.0,261.7,85165.21123337439,93520.0,8354.788766625614
199000.0,261.3,85542.78916441178,93680.0,8137.210835588223
200000.0,260.9,85932.18879826496,93770.0,7837.811201735036
201000.0,259.0,86122.65380478451,93540.0,7417.34619521549
202000.0,257.1,86366.9662997615,93480.0,7113.033700238506
203000.0,255.3,86671.88625866432,93810.0,7138.113741335677
204000.0,253.4,87012.09845103936,94230.0,7217.901548960639
205000.0,251.6,87401.83009367577,94800.0,7398.169906324227
