Mass,CAS,Drag_BADA,Drag_PRN,RMSE
180000.0,295.9,93105.94507737004,96440.0,3334.0549226299627
181000.0,295.9,93286.56613160176,96720.0,3433.433868398235
182000.0,295.9,93470.06329931985,96990.0,3519.9367006801476
183000.0,295.9,93656.48867510683,97260.0,3603.511324893174
184000.0,295.9,93845.89521931701,97540.0,3694.1047806829883
185000.0,295.9,94038.33676767176,97810.0,3771.6632323282392
186000.0,295.9,94233.86804084571,98090.0,3856.131959154285
187000.0,295.9,94432.54465405167,98370.0,3937.4553459483286
188000.0,295.9,94634.42312685215,98650.0,4015.5768731478456
189000.0,295.9,94839.56089278738,98940.0,4100.439107212616
190000.0,295.9,95048.01630925271,99230.0,4181.983690747293
191000.0,295.9,95259.84866732504,99520.0,4260.1513326749555
192000.0,296.0,95530.89128268551,99810.0,4279.1087173144915
193000.0,296.0,95749.14166338164,100110.0,4360.858336618359
194000.0,296.0,95970.94695280169,100400.0,4429.0530471983075
195000.0,295.9,96142.16657256268,100690.0,4547.833427437319
196000.0,295.9,96371.80638029943,100980.0,4608.193619700571
197000.0,295.9,96605.19904197882,101270.0,4664.80095802118
198000.0,295.9,96842.41066478778,101570.0,4727.589335212222
199000.0,295.9,97083.50837032724,101860.0,4776.491629672761
200000.0,295.9,97328.56030492471,102170.0,4841.439695075285
201000.0,295.9,97577.63565001407,102470.0,4892.364349985932
202000.0,295.9,97830.8046325445,102770.0,4939.195367455497
203000.0,295.9,98088.13853549812,103080.0,4991.861464501882
204000.0,295.9,98349.70970839885,103390.0,5040.290291601152
205000.0,295.8,98567.1210722588,103700.0,5132.8789277412
206000.0,295.8,98837.98527088773,104020.0,5182.01472911227
207000.0,295.8,99113.3169884331,104330.0,5216.6830115669
208000.0,295.8,99393.19303940558,104650.0,5256.806960594418
209000.0,295.8,99677.69135966776,104970.0,5292.308640332238
210000.0,295.8,99966.89101731563,105290.0,5323.108982684367
211000.0,295.8,100260.8722235051,105610.0,5349.1277764949045
212000.0,295.8,100559.71634355409,105940.0,5380.283656445914
213000.0,295.8,100863.50590783475,106260.0,5396.494092165245
214000.0,295.7,101129.59589230423,106580.0,5450.404107695766
215000.0,295.7,101444.18992082521,106900.0,5455.810079174786
216000.0,295.7,101763.99166627324,107220.0,5456.008333726757
217000.0,295.7,102089.0885357327,107540.0,5450.911464267294
218000.0,295.6,102379.65196685302,107860.0,5480.348033146976
219000.0,295.6,102716.29889815881,108180.0,5463.701101841187
220000.0,295.6,103058.5185675359,108510.0,5451.481432464105
221000.0,295.5,103368.71042066286,108830.0,5461.289579337143
222000.0,295.5,103723.0718047159,109160.0,5436.9281952840975
223000.0,295.5,104083.29553014116,109500.0,5416.704469858843
224000.0,295.5,104449.47803265651,109830.0,5380.521967343491
225000.0,295.4,104787.06859736877,110170.0,5382.931402631235
226000.0,295.4,105166.21534366248,110540.0,5373.784656337521
227000.0,295.4,105551.62688784044,110910.0,5358.373112159563
228000.0,295.3,105911.16493647374,111290.0,5378.835063526261
229000.0,295.3,106310.19249365706,111660.0,5349.807506342942
230000.0,295.3,106715.80368923701,112040.0,5324.196310762985
