Mass,CAS,Drag_BADA,Drag_PRN,RMSE
180000.0,264.8,78971.08267510132,88760.0,9788.917324898677
181000.0,264.7,79277.6275593929,89080.0,9802.372440607098
182000.0,264.7,79618.4260797181,89380.0,9761.573920281895
183000.0,264.6,79935.40398050283,89680.0,9744.59601949717
184000.0,264.5,80258.02654683596,89930.0,9671.973453164042
185000.0,264.4,80586.37621728485,90140.0,9553.623782715149
186000.0,264.3,80920.53660231762,90510.0,9589.463397682382
187000.0,264.2,81260.59249389089,90990.0,9729.407506109113
188000.0,264.1,81606.62987485073,91460.0,9853.370125149275
189000.0,264.0,81958.73592852744,91920.0,9961.264071472557
190000.0,264.0,82340.79658462429,92380.0,10039.203415375712
191000.0,263.9,82704.65873826211,92830.0,10125.341261737893
192000.0,263.5,83007.62535962768,93000.0,9992.37464037232
193000.0,263.1,83321.73336924736,93080.0,9758.266630752638
194000.0,262.6,83626.68041540479,93010.0,9383.319584595214
195000.0,262.2,83964.27917595497,93140.0,9175.720824045027
196000.0,261.7,84294.80775925593,93240.0,8945.192240744072
197000.0,261.3,84656.2599368454,93340.0,8683.740063154604
198000.0,260.9,85029.31737092276,93430.0,8400.682629077244
199000.0,260.4,85398.33078249932,93780.0,8381.669217500676
200000.0,260.0,85795.73020934817,94120.0,8324.26979065183
201000.0,258.6,86069.23582775767,94130.0,8060.764172242329
202000.0,257.2,86378.62760245096,94220.0,7841.372397549043
203000.0,255.9,86732.8533112745,94590.0,7857.146688725494
