Mass,CAS,Drag_BADA,Drag_PRN,RMSE
180000.0,277.3,83470.10565108254,91770.0,8299.894348917456
181000.0,277.3,83741.11745548675,92070.0,8328.882544513253
182000.0,277.3,84015.91731828447,92370.0,8354.082681715532
183000.0,277.3,84294.56875505854,92660.0,8365.431244941457
184000.0,277.2,84537.06088679342,92960.0,8422.93911320658
185000.0,277.2,84824.1417290035,93270.0,8445.858270996498
186000.0,277.2,85115.27614086082,93550.0,8434.72385913918
187000.0,277.1,85372.16906277274,93820.0,8447.830937227263
188000.0,277.1,85672.16236104869,94100.0,8427.837638951314
189000.0,277.0,85939.26092538204,94390.0,8450.739074617959
190000.0,277.0,86248.41474334005,94670.0,8421.58525665995
191000.0,276.9,86526.04717472207,94950.0,8423.952825277927
192000.0,276.9,86844.6729414298,95230.0,8385.327058570198
193000.0,276.8,87133.1778064172,95530.0,8396.822193582804
194000.0,276.8,87461.59696840742,95840.0,8378.403031592577
195000.0,276.7,87761.32340824166,96140.0,8378.67659175834
196000.0,276.7,88099.86765375116,96460.0,8360.132346248836
197000.0,276.6,88411.17561935452,96800.0,8388.824380645485
198000.0,276.6,88760.18710536558,97150.0,8389.812894634422
199000.0,276.6,89114.25935710104,97500.0,8385.740642898963
200000.0,276.5,89443.2791771301,97850.0,8406.720822869902
201000.0,276.5,89808.3460027801,98210.0,8401.653997219895
202000.0,276.4,90149.88994154641,98560.0,8410.110058453589
203000.0,276.3,90498.21387174059,98890.0,8391.78612825941
204000.0,276.3,90880.78816762076,99290.0,8409.211832379238
205000.0,276.2,91242.24632173993,99760.0,8517.753678260065
206000.0,276.1,91610.80576717886,100220.0,8609.194232821144
207000.0,276.0,91986.57886364366,100670.0,8683.421136356337
208000.0,276.0,92394.10697110303,101120.0,8725.893028896971
209000.0,275.9,92783.87488048934,101560.0,8776.12511951066
210000.0,275.8,93181.19675090812,102000.0,8818.803249091885
211000.0,275.7,93586.19146925947,102430.0,8843.808530740527
212000.0,275.7,94020.3668867139,102940.0,8919.633113286094
213000.0,275.6,94440.26804419312,103430.0,8989.731955806885
214000.0,275.5,94868.20214373845,103910.0,9041.797856261546
215000.0,275.4,95304.29485855506,104370.0,9065.705141444938
216000.0,275.4,95766.91254765351,104830.0,9063.087452346488
217000.0,275.3,96218.87644441005,105270.0,9051.123555589948
218000.0,275.2,96679.37962020135,105690.0,9010.620379798653
218260.0,275.2,96804.79408942861,105800.0,8995.205910571385
