Mass,CAS,Drag_BADA,Drag_PRN,RMSE
180000.0,290.0,89659.13132776268,94650.0,4990.868672237324
181000.0,290.0,89867.25373677428,94930.0,5062.746263225723
182000.0,290.0,90078.53858155216,95210.0,5131.461418447841
183000.0,290.0,90293.04167771363,95500.0,5206.958322286373
184000.0,290.0,90510.81976849136,95780.0,5269.180231508639
185000.0,290.0,90731.93053503298,96070.0,5338.069464967019
186000.0,289.9,90904.090161785,96350.0,5445.909838214997
187000.0,289.9,91132.54984910661,96630.0,5497.45015089339
188000.0,289.9,91364.52629136121,96900.0,5535.47370863879
189000.0,289.9,91600.08109408907,97190.0,5589.918905910934
190000.0,289.9,91839.27685377556,97480.0,5640.723146224438
191000.0,289.9,92082.17716839696,97770.0,5687.822831603044
192000.0,289.8,92279.73420345306,98070.0,5790.265796546941
193000.0,289.8,92530.77845081229,98360.0,5829.221549187714
194000.0,289.8,92785.72990408535,98660.0,5874.270095914646
195000.0,289.8,93044.65635058878,98960.0,5915.343649411225
196000.0,289.8,93307.62663402258,99260.0,5952.373365977415
197000.0,289.8,93574.71066542546,99570.0,5995.28933457454
198000.0,289.7,93800.30522512361,99870.0,6069.694774876392
199000.0,289.7,94076.4067532084,100180.0,6103.593246791599
200000.0,289.7,94356.84449579733,100490.0,6133.155504202674
201000.0,289.7,94641.69282727735,100800.0,6158.307172722649
202000.0,289.7,94931.02724601048,101120.0,6188.972753989525
203000.0,289.7,95224.92438566682,101430.0,6205.075614333182
204000.0,289.6,95481.45132815733,101740.0,6258.548671842669
205000.0,289.6,95785.32331243706,102040.0,6254.67668756294
206000.0,289.6,96094.00158654219,102350.0,6255.998413457812
207000.0,289.5,96367.5357717613,102660.0,6292.464228238707
208000.0,289.5,96686.70773058865,102970.0,6283.292269411351
209000.0,289.4,96972.3021328467,103280.0,6307.6978671533
210000.0,289.4,97302.33155003794,103590.0,6287.668449962061
211000.0,289.4,97637.60064362152,103910.0,6272.399356378475
212000.0,289.3,97941.64668242336,104230.0,6288.353317576635
213000.0,289.3,98288.33195598656,104550.0,6261.668044013437
214000.0,289.3,98640.53118819943,104870.0,6229.468811800572
215000.0,289.2,98963.94263678633,105200.0,6236.057363213666
216000.0,289.2,99328.1415872056,105560.0,6231.858412794405
217000.0,289.2,99698.1409167709,105920.0,6221.859083229094
218000.0,289.1,100041.87164201975,106280.0,6238.128357980255
219000.0,289.1,100424.47980880452,106650.0,6225.520191195479
220000.0,289.1,100813.18727967463,107020.0,6206.812720325368
221000.0,289.0,101178.23249148588,107390.0,6211.767508514124
222000.0,289.0,101580.18427641584,107760.0,6179.8157235841645
223000.0,288.9,101960.3040834986,108110.0,6149.695916501398
224000.0,288.9,102375.94468970952,108520.0,6144.055310290481
225000.0,288.8,102771.62546933173,108990.0,6218.374530668269
226000.0,288.7,103175.72387700711,109450.0,6274.276122992887
227000.0,288.7,103613.15382159078,109900.0,6286.8461784092215
228000.0,288.6,104033.57801558981,110350.0,6316.42198441019
229000.0,288.5,104462.82464050835,110800.0,6337.175359491652
230000.0,288.5,104923.14442764044,111240.0,6316.855572359564
