FL ,T,p,rho , a ,TAS,CAS,M,mass,Thrust,Drag,Fuel,ESF,ROCD,gamma,Conf,Lim
300.0,218.71400000578498,30089.56254402,0.47926685710750005,296.4717085578,449.5104086647,295.5857437217,0.780000000000054,180000,116595.04043362761,116595.04043362761,156.52803774466514,0.0,0.0,0.0,CR,TvV
